"States","Yr","Quater","Type","District","total_insurance_count","total_insurance_amount","total_transaction_count","total_transaction_amount","total_registered_users","total_app_opens"
"madhya-pradesh","2021","3",NULL,"singrauli district",NULL,NULL,"3618155","6621353481.4017935","257742","21934340"
"madhya-pradesh","2021","3",NULL,"sidhi district",NULL,NULL,"1699469","3628172896.568713","160978","12859544"
"madhya-pradesh","2021","3",NULL,"shivpuri district",NULL,NULL,"2526203","5208883167.360183","259032","22177059"
"madhya-pradesh","2021","3",NULL,"sheopur district",NULL,NULL,"653005","1463415451.3224988","86932","6639347"
"madhya-pradesh","2021","3",NULL,"shajapur district",NULL,NULL,"2725153","4865959005.856778","220532","13451565"
"madhya-pradesh","2021","3",NULL,"shahdol district",NULL,NULL,"2503362","4430769579.6169","192588","15912652"
"madhya-pradesh","2021","3",NULL,"seoni district",NULL,NULL,"2537797","4896066893.245604","236282","22063729"
"madhya-pradesh","2021","3",NULL,"sehore district",NULL,NULL,"5466240","8629273157.345978","375721","25285016"
"madhya-pradesh","2021","3",NULL,"satna district",NULL,NULL,"3863963","7099161854.480458","426929","21267586"
"madhya-pradesh","2021","3",NULL,"sagar district",NULL,NULL,"4691027","8366148265.5034","501819","25492375"
"madhya-pradesh","2021","3",NULL,"rewa district",NULL,NULL,"4556210","8799296257.259958","466895","21869871"
"madhya-pradesh","2021","3",NULL,"ratlam district",NULL,NULL,"3779757","7531821203.291306","361407","18609747"
"madhya-pradesh","2021","3",NULL,"rajgarh district",NULL,NULL,"4362607","8110477015.611726","318695","27523308"
"madhya-pradesh","2021","3",NULL,"raisen district",NULL,NULL,"3839223","5937299649.675722","316696","22130746"
"madhya-pradesh","2021","3",NULL,"panna district",NULL,NULL,"1024773","2190941787.094632","116511","10267836"
"madhya-pradesh","2021","3",NULL,"niwari district",NULL,NULL,"415505","858519029.3008024","56220","3258171"
"madhya-pradesh","2021","3",NULL,"neemuch district",NULL,NULL,"2073895","4051955941.049946","208822","10636268"
"madhya-pradesh","2021","3",NULL,"narsinghpur district",NULL,NULL,"2306626","4381298516.588237","248007","12673244"
"madhya-pradesh","2021","3",NULL,"morena district",NULL,NULL,"2663845","5913102281.242499","338470","13227729"
"madhya-pradesh","2021","3",NULL,"mandsaur district",NULL,NULL,"3144346","6258972327.10527","328016","17663316"
"madhya-pradesh","2021","3",NULL,"mandla district",NULL,NULL,"1316351","2496120604.483219","144612","12183232"
"madhya-pradesh","2021","3",NULL,"khargone district",NULL,NULL,"4080827","7653424067.128759","328193","23542083"
"madhya-pradesh","2021","3",NULL,"katni district",NULL,NULL,"2297587","4195234171.6679134","227610","11485240"
"madhya-pradesh","2021","3",NULL,"jhabua district",NULL,NULL,"1098652","2216570769.118132","114139","10253704"
"madhya-pradesh","2021","3",NULL,"jabalpur district",NULL,NULL,"9691966","16293034528.474735","745631","21368026"
"madhya-pradesh","2021","3",NULL,"indore district",NULL,NULL,"55970712","81712956761.21713","2028266","62027203"
"madhya-pradesh","2021","3",NULL,"hoshangabad district",NULL,NULL,"3357514","5790861781.981935","321576","15390024"
"madhya-pradesh","2021","3",NULL,"harda district",NULL,NULL,"1238849","2408638434.410577","116184","6514335"
"madhya-pradesh","2021","3",NULL,"gwalior district",NULL,NULL,"10677148","19237891487.133667","809887","23812811"
"madhya-pradesh","2021","3",NULL,"guna district",NULL,NULL,"3046536","5615584297.407946","298761","19937174"
"madhya-pradesh","2021","3",NULL,"east nimar district",NULL,NULL,"2804269","4694724162.144183","230302","16129967"
"madhya-pradesh","2021","3",NULL,"dindori district",NULL,NULL,"732555","1558066600.4755325","76885","9873401"
"madhya-pradesh","2021","3",NULL,"dhar district",NULL,NULL,"7010257","11371461567.624537","483901","30119220"
"madhya-pradesh","2021","3",NULL,"dewas district",NULL,NULL,"6092595","9986506658.490002","415540","24454430"
"madhya-pradesh","2021","3",NULL,"datia district",NULL,NULL,"1020487","2200901347.4282694","124227","6899755"
"madhya-pradesh","2021","3",NULL,"damoh district",NULL,NULL,"1339223","2698898323.811194","175611","11666579"
"madhya-pradesh","2021","3",NULL,"chhindwara district",NULL,NULL,"5106996","8670292561.634789","462834","32394030"
"madhya-pradesh","2021","3",NULL,"chhatarpur district",NULL,NULL,"2157963","4585651268.768494","296493","15892288"
"madhya-pradesh","2021","3",NULL,"burhanpur district",NULL,NULL,"1523550","2670012212.4459767","133678","7850131"
"madhya-pradesh","2021","3",NULL,"bhopal district",NULL,NULL,"103403998","146735124186.2163","1531544","50710878"
"madhya-pradesh","2021","3",NULL,"bhind district",NULL,NULL,"2080070","4279914834.1175466","282910","11482625"
"madhya-pradesh","2021","3",NULL,"betul district",NULL,NULL,"3654633","6054678740.771477","330804","24205783"
"madhya-pradesh","2021","3",NULL,"barwani district",NULL,NULL,"1902146","3713834240.2518625","159845","14536467"
"madhya-pradesh","2021","3",NULL,"balaghat district",NULL,NULL,"3613826","6476841319.0100765","323407","20217874"
"madhya-pradesh","2021","3",NULL,"ashoknagar district",NULL,NULL,"1292875","2392758234.4553957","128579","11583148"
"madhya-pradesh","2021","3",NULL,"anuppur district",NULL,NULL,"1546491","2591714166.696354","131119","10163761"
"west-bengal","2021","4",NULL,"uttar dinajpur district",NULL,NULL,"3663606","9386596414.578365","457144","14085762"
"west-bengal","2021","4",NULL,"south twenty four parganas district",NULL,NULL,"9996197","22549554717.599293","1477679","33158928"
"west-bengal","2021","4",NULL,"purulia district",NULL,NULL,"3135514","4839481916.635239","502535","12106891"
"andaman-&-nicobar-islands","2021","1",NULL,"nicobars district",NULL,NULL,"10302","39075266.9856904","1573","45067"
"andaman-&-nicobar-islands","2021","1",NULL,"north and middle andaman district",NULL,NULL,"27358","75027255.27919498","7833","121680"
"andaman-&-nicobar-islands","2021","1",NULL,"south andaman district",NULL,NULL,"207092","669604045.1248703","48352","837589"
"andaman-&-nicobar-islands","2021","2",NULL,"nicobars district",NULL,NULL,"15307","48020606.74716837","1699","381815"
"andaman-&-nicobar-islands","2021","2",NULL,"north and middle andaman district",NULL,NULL,"39200","90233388.79463302","8493","596182"
"andaman-&-nicobar-islands","2021","2",NULL,"south andaman district",NULL,NULL,"286907","760893020.5704944","51903","1270226"
"andaman-&-nicobar-islands","2021","3",NULL,"nicobars district",NULL,NULL,"20754","74980519.3281361","1846","591204"
"andaman-&-nicobar-islands","2021","3",NULL,"north and middle andaman district",NULL,NULL,"46592","118254865.82750683","9263","759314"
"andaman-&-nicobar-islands","2021","3",NULL,"south andaman district",NULL,NULL,"382418","1116789010.6459613","55873","1771107"
"andaman-&-nicobar-islands","2021","4",NULL,"nicobars district",NULL,NULL,"24437","81329281.0269996","1971","77952"
"madhya-pradesh","2021","3",NULL,"alirajpur district",NULL,NULL,"405281","866069975.6384856","53291","4728456"
"andaman-&-nicobar-islands","2021","4",NULL,"north and middle andaman district",NULL,NULL,"53115","156486112.28732437","10002","171921"
"andaman-&-nicobar-islands","2021","4",NULL,"south andaman district",NULL,NULL,"558571","1694794708.0093334","59807","1863037"
"west-bengal","2021","4",NULL,"purba medinipur district",NULL,NULL,"9886889","23874294119.021553","1087362","29634241"
"west-bengal","2021","4",NULL,"purba bardhaman district",NULL,NULL,"5875181","12502355839.729364","905950","20699909"
"west-bengal","2021","4",NULL,"paschim medinipur district",NULL,NULL,"7894026","16639425790.500774","985745","25743693"
"west-bengal","2021","4",NULL,"paschim bardhaman district",NULL,NULL,"8475007","15264204423.795567","902608","25084418"
"andhra-pradesh","2021","1",NULL,"anantapur district",NULL,NULL,"20102957","48353870395.01808","1394849","73375049"
"andhra-pradesh","2021","1",NULL,"chittoor district",NULL,NULL,"29342609","60947491846.66089","1751420","99083825"
"andhra-pradesh","2021","1",NULL,"east godavari district",NULL,NULL,"26190701","60027984987.96951","1878769","91478749"
"andhra-pradesh","2021","1",NULL,"guntur district",NULL,NULL,"27445045","64207987853.108406","1843237","92731167"
"andhra-pradesh","2021","1",NULL,"krishna district",NULL,NULL,"29717175","69715406644.53485","1876458","92941553"
"andhra-pradesh","2021","1",NULL,"kurnool district",NULL,NULL,"17918524","44941629659.56964","1323411","65326230"
"andhra-pradesh","2021","1",NULL,"prakasam district",NULL,NULL,"15175395","41396223622.174774","1075936","56911479"
"andhra-pradesh","2021","1",NULL,"spsr nellore district",NULL,NULL,"22541428","52210333201.53073","1100541","60691988"
"andhra-pradesh","2021","1",NULL,"srikakulam district",NULL,NULL,"11160473","26486623313.092724","782604","40590058"
"andhra-pradesh","2021","1",NULL,"visakhapatnam district",NULL,NULL,"48248923","95308386037.84721","2368081","135908324"
"madhya-pradesh","2021","3",NULL,"agar malwa district",NULL,NULL,"1319027","2767273784.0270257","108028","9117151"
"madhya-pradesh","2021","2",NULL,"vidisha district",NULL,NULL,"2818313","6172397703.696194","295656","17978994"
"madhya-pradesh","2021","2",NULL,"umaria district",NULL,NULL,"824921","1625485207.9485872","82950","7042757"
"madhya-pradesh","2021","2",NULL,"ujjain district",NULL,NULL,"4879699","9676724764.226078","552204","18716097"
"madhya-pradesh","2021","2",NULL,"tikamgarh district",NULL,NULL,"978223","2309862361.866748","130462","7731408"
"madhya-pradesh","2021","2",NULL,"singrauli district",NULL,NULL,"2696777","5447820052.838381","238061","16474895"
"madhya-pradesh","2021","2",NULL,"sidhi district",NULL,NULL,"1411602","3442541641.9027777","148292","10902853"
"madhya-pradesh","2021","2",NULL,"shivpuri district",NULL,NULL,"1989814","4908158568.955133","237514","18049301"
"madhya-pradesh","2021","2",NULL,"sheopur district",NULL,NULL,"584509","1455672322.9169302","79747","5448428"
"madhya-pradesh","2021","2",NULL,"shajapur district",NULL,NULL,"2078924","4515078777.196711","203365","10781751"
"madhya-pradesh","2021","2",NULL,"shahdol district",NULL,NULL,"1858973","3815559117.63072","178327","12388319"
"madhya-pradesh","2021","2",NULL,"seoni district",NULL,NULL,"1926324","4585663549.528749","217756","17586692"
"madhya-pradesh","2021","2",NULL,"sehore district",NULL,NULL,"4199604","7779826903.455323","347748","20406703"
"madhya-pradesh","2021","2",NULL,"satna district",NULL,NULL,"3121411","6595997323.027988","395440","18158846"
"madhya-pradesh","2021","2",NULL,"sagar district",NULL,NULL,"3641764","7548955784.2791815","464791","21608570"
"madhya-pradesh","2021","2",NULL,"rewa district",NULL,NULL,"3692722","8211449728.951238","432682","20075053"
"madhya-pradesh","2021","2",NULL,"ratlam district",NULL,NULL,"2599381","5685659163.113822","333877","13571487"
"madhya-pradesh","2021","2",NULL,"rajgarh district",NULL,NULL,"3307789","7622592229.322117","292808","21068586"
"madhya-pradesh","2021","2",NULL,"raisen district",NULL,NULL,"2995052","5530806419.500374","293092","18405753"
"madhya-pradesh","2021","2",NULL,"panna district",NULL,NULL,"870375","2165150098.0160775","107148","8654462"
"madhya-pradesh","2021","2",NULL,"niwari district",NULL,NULL,"334508","764025684.1628389","51713","2512818"
"madhya-pradesh","2021","2",NULL,"neemuch district",NULL,NULL,"1431573","2946323814.211005","192351","7410653"
"madhya-pradesh","2021","2",NULL,"narsinghpur district",NULL,NULL,"1855069","3989323922.9231024","229785","10827026"
"madhya-pradesh","2021","2",NULL,"morena district",NULL,NULL,"2232701","5471936992.439699","312340","11658992"
"madhya-pradesh","2021","2",NULL,"mandsaur district",NULL,NULL,"2219684","4866467550.907891","301823","12487874"
"madhya-pradesh","2021","2",NULL,"mandla district",NULL,NULL,"1048839","2209589287.5198746","132963","10150247"
"madhya-pradesh","2021","2",NULL,"khargone district",NULL,NULL,"3055934","6344132532.300082","303115","17984042"
"madhya-pradesh","2021","2",NULL,"katni district",NULL,NULL,"1723310","3464169343.490756","210578","9347591"
"madhya-pradesh","2021","2",NULL,"jhabua district",NULL,NULL,"771669","1681131397.8228438","104613","7481265"
"madhya-pradesh","2021","2",NULL,"jabalpur district",NULL,NULL,"6808088","12879587251.083906","695130","16368504"
"madhya-pradesh","2021","2",NULL,"indore district",NULL,NULL,"34159162","59026805792.650475","1892259","39059484"
"madhya-pradesh","2021","2",NULL,"hoshangabad district",NULL,NULL,"2539274","5124085752.314121","298276","12814860"
"madhya-pradesh","2021","2",NULL,"harda district",NULL,NULL,"1022389","2426740999.152869","107671","6297529"
"madhya-pradesh","2021","2",NULL,"gwalior district",NULL,NULL,"7475892","15466583871.368427","753172","17980510"
"madhya-pradesh","2021","2",NULL,"guna district",NULL,NULL,"2290014","5355657187.257114","274820","15526087"
"madhya-pradesh","2021","2",NULL,"east nimar district",NULL,NULL,"2100816","3941324464.762269","211938","12412565"
"madhya-pradesh","2021","2",NULL,"dindori district",NULL,NULL,"608674","1511466140.246748","70483","8065639"
"madhya-pradesh","2021","2",NULL,"dhar district",NULL,NULL,"5029916","9012726646.390882","447074","22841002"
"madhya-pradesh","2021","2",NULL,"dewas district",NULL,NULL,"4430778","8482648817.275978","384805","19205815"
"madhya-pradesh","2021","2",NULL,"datia district",NULL,NULL,"827843","2030280649.48903","114602","6086229"
"madhya-pradesh","2021","2",NULL,"damoh district",NULL,NULL,"1088303","2419007346.0227733","162046","9075927"
"madhya-pradesh","2021","2",NULL,"chhindwara district",NULL,NULL,"3787673","7484666557.941612","428800","25550376"
"madhya-pradesh","2021","2",NULL,"chhatarpur district",NULL,NULL,"1706850","4026012851.0907516","273182","13178877"
"madhya-pradesh","2021","2",NULL,"burhanpur district",NULL,NULL,"1145247","2161598324.016423","123507","5832545"
"madhya-pradesh","2021","2",NULL,"bhopal district",NULL,NULL,"74643630","127038866031.39793","1431127","34861095"
"madhya-pradesh","2021","2",NULL,"bhind district",NULL,NULL,"1929431","4392948922.316403","260861","11741937"
"madhya-pradesh","2021","2",NULL,"betul district",NULL,NULL,"2817683","5192964519.8560095","306387","19842980"
"madhya-pradesh","2021","2",NULL,"barwani district",NULL,NULL,"1345781","2884332779.3154306","147396","11023324"
"madhya-pradesh","2021","2",NULL,"balaghat district",NULL,NULL,"2827665","5854873523.380617","299166","16744453"
"madhya-pradesh","2021","2",NULL,"ashoknagar district",NULL,NULL,"1025526","2445354252.609435","118179","9260965"
"madhya-pradesh","2021","2",NULL,"anuppur district",NULL,NULL,"1244262","2337702544.040525","121081","8163286"
"madhya-pradesh","2021","2",NULL,"alirajpur district",NULL,NULL,"337155","789494451.9712551","48799","4214096"
"madhya-pradesh","2021","2",NULL,"agar malwa district",NULL,NULL,"973164","2382536115.5125136","98973","6682101"
"madhya-pradesh","2021","1",NULL,"vidisha district",NULL,NULL,"2319909","4298632208.617512","274866","8148091"
"madhya-pradesh","2021","1",NULL,"umaria district",NULL,NULL,"634168","1277673278.1828122","76879","2468522"
"madhya-pradesh","2021","1",NULL,"ujjain district",NULL,NULL,"4926814","8661804508.825623","513868","16282572"
"madhya-pradesh","2021","1",NULL,"tikamgarh district",NULL,NULL,"709159","1447720949.1649184","120720","3198089"
"madhya-pradesh","2021","1",NULL,"singrauli district",NULL,NULL,"2282715","4545863631.10256","221433","8797507"
"madhya-pradesh","2021","1",NULL,"sidhi district",NULL,NULL,"1032630","2364548733.167993","137421","4335454"
"madhya-pradesh","2021","1",NULL,"shivpuri district",NULL,NULL,"1542033","3503136658.411132","219381","6639272"
"madhya-pradesh","2021","1",NULL,"sheopur district",NULL,NULL,"441474","999133018.2733552","73775","1910721"
"madhya-pradesh","2021","1",NULL,"shajapur district",NULL,NULL,"1726969","3385896058.8933268","188759","6634450"
"madhya-pradesh","2021","1",NULL,"shahdol district",NULL,NULL,"1585789","3112033780.186758","165899","5794627"
"madhya-pradesh","2021","1",NULL,"seoni district",NULL,NULL,"1598317","3496206162.0875216","202103","6250770"
"madhya-pradesh","2021","1",NULL,"sehore district",NULL,NULL,"3804912","6207673600.695251","323704","13261091"
"madhya-pradesh","2021","1",NULL,"satna district",NULL,NULL,"2437515","4816296175.732275","368299","10016376"
"madhya-pradesh","2021","1",NULL,"sagar district",NULL,NULL,"3149917","5653447301.758538","432938","11962030"
"madhya-pradesh","2021","1",NULL,"rewa district",NULL,NULL,"2905406","6260073492.301879","403013","11566676"
"madhya-pradesh","2021","1",NULL,"ratlam district",NULL,NULL,"2401427","5101007536.79729","309912","9084625"
"madhya-pradesh","2021","1",NULL,"rajgarh district",NULL,NULL,"2591177","5531194245.644239","270842","10221796"
"madhya-pradesh","2021","1",NULL,"raisen district",NULL,NULL,"2579640","4173866749.222631","272622","9391937"
"madhya-pradesh","2021","1",NULL,"panna district",NULL,NULL,"633224","1480548117.2572706","99260","2725252"
"madhya-pradesh","2021","1",NULL,"agar malwa district",NULL,NULL,"811955","1905456871.832835","91340","3101167"
"madhya-pradesh","2021","1",NULL,"alirajpur district",NULL,NULL,"228504","499989236.2147408","44762","957474"
"madhya-pradesh","2021","1",NULL,"anuppur district",NULL,NULL,"1029032","1990314404.9951131","112519","3789922"
"tamil-nadu","2021","4",NULL,"virudhunagar district",NULL,NULL,"2263404","5079440715.649944","325642","9467511"
"tamil-nadu","2021","4",NULL,"viluppuram district",NULL,NULL,"2599072","4570490420.456165","356755","12145153"
"tamil-nadu","2021","4",NULL,"vellore district",NULL,NULL,"4017284","7912499851.957881","424585","15475176"
"tamil-nadu","2021","4",NULL,"tiruvannamalai district",NULL,NULL,"3112963","6154998056.425686","459291","15602060"
"tamil-nadu","2021","4",NULL,"tiruppur district",NULL,NULL,"11167439","18701118258.10759","954674","38382082"
"tamil-nadu","2021","4",NULL,"tirupathur district",NULL,NULL,"2872662","5331962361.389108","298708","13267509"
"tamil-nadu","2021","4",NULL,"tirunelveli district",NULL,NULL,"2274498","4618519539.499913","319265","8850319"
"tamil-nadu","2021","4",NULL,"tiruchirappalli district",NULL,NULL,"4814042","10030942198.946257","649095","18168700"
"tamil-nadu","2021","4",NULL,"thoothukkudi district",NULL,NULL,"2046353","4257749141.726399","308403","8325418"
"tamil-nadu","2021","4",NULL,"thiruvarur district",NULL,NULL,"892045","1980984596.362946","160500","4364001"
"tamil-nadu","2021","4",NULL,"thiruvallur district",NULL,NULL,"19146359","31072880036.32846","1860992","64247558"
"tamil-nadu","2021","4",NULL,"the nilgiris district",NULL,NULL,"1558845","2857114042.709935","163376","5738513"
"tamil-nadu","2021","4",NULL,"theni district",NULL,NULL,"1763910","3864287525.995989","231118","7732421"
"tamil-nadu","2021","4",NULL,"thanjavur district",NULL,NULL,"2623667","5525021230.471263","419975","11666398"
"tamil-nadu","2021","4",NULL,"tenkasi district",NULL,NULL,"1188367","2702877027.9242544","192159","5242074"
"tamil-nadu","2021","4",NULL,"sivaganga district",NULL,NULL,"1587767","3433446160.6470966","226759","7264948"
"tamil-nadu","2021","4",NULL,"salem district",NULL,NULL,"11783515","22754882844.82726","853064","30404374"
"tamil-nadu","2021","4",NULL,"ranipet district",NULL,NULL,"2380328","4599239984.944193","306295","11305189"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","1",NULL,"dadra and nagar haveli district",NULL,NULL,"1218428","1825446563.9770947","192262","4572539"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","1",NULL,"daman district",NULL,NULL,"664208","1043765962.724646","117728","2573284"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","1",NULL,"diu district",NULL,NULL,"42608","96420384.49176355","11406","156639"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","2",NULL,"dadra and nagar haveli district",NULL,NULL,"1350893","1981679666.5277362","206516","3322379"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","2",NULL,"daman district",NULL,NULL,"733176","1074079574.2247202","126258","1622978"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","2",NULL,"diu district",NULL,NULL,"41014","101909220.66644716","12220","117626"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","3",NULL,"dadra and nagar haveli district",NULL,NULL,"1979522","2673225036.2333474","222731","4702992"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","3",NULL,"daman district",NULL,NULL,"1083689","1475259765.304812","135976","2278101"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","3",NULL,"diu district",NULL,NULL,"66259","157454301.2533474","13167","181641"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4",NULL,"dadra and nagar haveli district",NULL,NULL,"2651530","3463923579.4310455","239110","9600298"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4",NULL,"daman district",NULL,NULL,"1417153","1895788566.3308911","145806","5114006"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4",NULL,"diu district",NULL,NULL,"88402","206127240.56872407","14047","295151"
"tamil-nadu","2021","4",NULL,"ramanathapuram district",NULL,NULL,"1246669","2780827994.330324","197871","5823063"
"tamil-nadu","2021","4",NULL,"pudukkottai district",NULL,NULL,"1443125","3057748358.646205","222558","6954715"
"tamil-nadu","2021","4",NULL,"perambalur district",NULL,NULL,"725923","1433931161.9791088","105814","3321994"
"tamil-nadu","2021","4",NULL,"namakkal district",NULL,NULL,"2959616","6469090317.722906","375908","12188362"
"tamil-nadu","2021","4",NULL,"nagapattinam district",NULL,NULL,"1340753","2671430043.215294","213351","6048155"
"tamil-nadu","2021","4",NULL,"madurai district",NULL,NULL,"6309318","13464800515.296556","774490","22579696"
"tamil-nadu","2021","4",NULL,"krishnagiri district",NULL,NULL,"10363352","18220873236.79904","731018","41063180"
"tamil-nadu","2021","4",NULL,"karur district",NULL,NULL,"1566335","3172350948.0010557","209536","6652899"
"tamil-nadu","2021","4",NULL,"kanniyakumari district",NULL,NULL,"2366555","5119949451.254862","350058","8404616"
"tamil-nadu","2021","4",NULL,"kancheepuram district",NULL,NULL,"11777894","17286201190.039677","1094222","38045414"
"tamil-nadu","2021","4",NULL,"kallakkurichi district",NULL,NULL,"2028745","4010952254.763807","287987","10237398"
"tamil-nadu","2021","4",NULL,"erode district",NULL,NULL,"6109637","11279232350.572426","555089","17688206"
"tamil-nadu","2021","4",NULL,"dindigul district",NULL,NULL,"3475465","7239639952.948546","414158","14851971"
"tamil-nadu","2021","4",NULL,"dharmapuri district",NULL,NULL,"4084248","8521324061.002514","380374","18597625"
"tamil-nadu","2021","4",NULL,"cuddalore district",NULL,NULL,"3416287","6301578485.45392","496175","15600629"
"tamil-nadu","2021","4",NULL,"coimbatore district",NULL,NULL,"27081380","43635817078.197556","1594082","56676456"
"tamil-nadu","2021","4",NULL,"chennai district",NULL,NULL,"76229690","118203166308.69281","2261346","61396354"
"tamil-nadu","2021","4",NULL,"chengalpattu district",NULL,NULL,"17730987","23840432091.35557","1532535","47983778"
"tamil-nadu","2021","4",NULL,"ariyalur district",NULL,NULL,"807477","1566152800.1608644","125914","4097525"
"tamil-nadu","2021","3",NULL,"virudhunagar district",NULL,NULL,"1750490","3906229438.3320065","303934","8566821"
"tamil-nadu","2021","3",NULL,"viluppuram district",NULL,NULL,"2157103","3952931604.1340733","333349","9367720"
"tamil-nadu","2021","3",NULL,"vellore district",NULL,NULL,"3162215","6375710716.318077","397837","9908984"
"tamil-nadu","2021","3",NULL,"tiruvannamalai district",NULL,NULL,"2496046","5012701130.634172","428728","13794613"
"tamil-nadu","2021","3",NULL,"tiruppur district",NULL,NULL,"8398025","15282996499.831757","891753","21671965"
"tamil-nadu","2021","3",NULL,"tirupathur district",NULL,NULL,"2250740","4279948252.118585","279522","8722087"
"tamil-nadu","2021","3",NULL,"tirunelveli district",NULL,NULL,"1846166","3848343515.85966","298663","7647663"
"tamil-nadu","2021","3",NULL,"tiruchirappalli district",NULL,NULL,"3736365","8136231980.2489195","607438","13013878"
"tamil-nadu","2021","3",NULL,"thoothukkudi district",NULL,NULL,"1648598","3549683754.7758408","288108","8777581"
"tamil-nadu","2021","3",NULL,"thiruvarur district",NULL,NULL,"716496","1641658306.3405278","150058","4216686"
"tamil-nadu","2021","3",NULL,"thiruvallur district",NULL,NULL,"15395149","26049988524.55871","1744228","33893931"
"tamil-nadu","2021","3",NULL,"the nilgiris district",NULL,NULL,"1147621","2226960234.278348","153030","5408994"
"tamil-nadu","2021","3",NULL,"theni district",NULL,NULL,"1367368","3070541723.4354496","215932","6649668"
"tamil-nadu","2021","3",NULL,"thanjavur district",NULL,NULL,"2123436","4642138035.103878","392930","8199685"
"tamil-nadu","2021","3",NULL,"tenkasi district",NULL,NULL,"974832","2236394720.4405456","179448","5091451"
"tamil-nadu","2021","3",NULL,"sivaganga district",NULL,NULL,"1290549","2864305904.0258627","211419","8437970"
"tamil-nadu","2021","3",NULL,"salem district",NULL,NULL,"8972048","18517560410.078224","798213","20472771"
"tamil-nadu","2021","3",NULL,"ranipet district",NULL,NULL,"1899157","3748580002.32146","286775","6784440"
"tamil-nadu","2021","3",NULL,"ramanathapuram district",NULL,NULL,"1028742","2349967987.7481923","184592","7525400"
"tamil-nadu","2021","3",NULL,"pudukkottai district",NULL,NULL,"1151943","2522917992.224124","207359","8715851"
"tamil-nadu","2021","3",NULL,"perambalur district",NULL,NULL,"569636","1164081951.2492151","98707","3559584"
"tamil-nadu","2021","3",NULL,"namakkal district",NULL,NULL,"2234405","5151268721.204435","351110","9186158"
"tamil-nadu","2021","3",NULL,"nagapattinam district",NULL,NULL,"1080569","2291158512.005002","199299","4991047"
"tamil-nadu","2021","3",NULL,"madurai district",NULL,NULL,"5142737","11208939183.589071","725021","13827478"
"tamil-nadu","2021","3",NULL,"krishnagiri district",NULL,NULL,"8122339","14578072272.708693","683549","27316621"
"tamil-nadu","2021","3",NULL,"karur district",NULL,NULL,"1215220","2538560234.489727","195366","7353859"
"tamil-nadu","2021","3",NULL,"kanniyakumari district",NULL,NULL,"1877533","4143575246.889376","327767","5466962"
"tamil-nadu","2021","3",NULL,"kancheepuram district",NULL,NULL,"9646258","14550143056.676136","1025651","19375692"
"tamil-nadu","2021","3",NULL,"kallakkurichi district",NULL,NULL,"1635742","3336289610.826971","268553","8113239"
"tamil-nadu","2021","3",NULL,"erode district",NULL,NULL,"4668549","9015063256.621798","519095","12194930"
"tamil-nadu","2021","3",NULL,"dindigul district",NULL,NULL,"2698900","5791216155.941603","386724","14066264"
"tamil-nadu","2021","3",NULL,"dharmapuri district",NULL,NULL,"3165112","6750977106.361298","355076","15339761"
"tamil-nadu","2021","3",NULL,"cuddalore district",NULL,NULL,"2771525","5246388698.49807","463831","9827523"
"tamil-nadu","2021","3",NULL,"coimbatore district",NULL,NULL,"20245762","33773953433.753265","1494350","29670591"
"tamil-nadu","2021","3",NULL,"chennai district",NULL,NULL,"60971210","100463999673.28705","2124347","32604176"
"tamil-nadu","2021","3",NULL,"chengalpattu district",NULL,NULL,"14140388","19685011908.63714","1438295","26216614"
"tamil-nadu","2021","3",NULL,"ariyalur district",NULL,NULL,"658430","1302833298.3803225","117383","3848076"
"tamil-nadu","2021","2",NULL,"virudhunagar district",NULL,NULL,"1328980","2829209746.352104","281847","6465638"
"tamil-nadu","2021","2",NULL,"viluppuram district",NULL,NULL,"1691100","3055469304.042017","309150","7877686"
"tamil-nadu","2021","2",NULL,"vellore district",NULL,NULL,"2319925","4575493116.641008","370600","7417717"
"tamil-nadu","2021","2",NULL,"tiruvannamalai district",NULL,NULL,"1985072","3856475911.7971444","396885","11401391"
"tamil-nadu","2021","2",NULL,"tiruppur district",NULL,NULL,"5150795","9379303653.11161","828168","13987286"
"tamil-nadu","2021","2",NULL,"tirupathur district",NULL,NULL,"1664696","3096439056.0077715","259721","6705794"
"tamil-nadu","2021","2",NULL,"tirunelveli district",NULL,NULL,"1372707","2810892734.1594667","277572","5628868"
"tamil-nadu","2021","2",NULL,"tiruchirappalli district",NULL,NULL,"2802791","5989876679.724473","565156","10014470"
"tamil-nadu","2021","2",NULL,"thoothukkudi district",NULL,NULL,"1235343","2578339769.1596274","267294","6425418"
"tamil-nadu","2021","2",NULL,"thiruvarur district",NULL,NULL,"570619","1215901816.548285","138929","3476217"
"tamil-nadu","2021","2",NULL,"thiruvallur district",NULL,NULL,"10992425","19318347570.29032","1626966","25866052"
