"States","Yr","Quater","Type","District","total_insurance_count","total_insurance_amount","total_transaction_count","total_transaction_amount","total_registered_users","total_app_opens"
"madhya-pradesh","2022","1",NULL,"burhanpur district",NULL,NULL,"2342461","3860094714.524486","152924","15045980"
"madhya-pradesh","2022","1",NULL,"bhopal district",NULL,NULL,"159892411","221096758835.27954","1729248","31263898"
"madhya-pradesh","2022","1",NULL,"bhind district",NULL,NULL,"3191338","6627624982.746059","325633","20919839"
"madhya-pradesh","2022","1",NULL,"betul district",NULL,NULL,"5242599","8585764570.494625","377802","49890477"
"madhya-pradesh","2022","1",NULL,"barwani district",NULL,NULL,"2942467","5738889223.990641","183591","32086865"
"madhya-pradesh","2022","1",NULL,"balaghat district",NULL,NULL,"5418739","10220279128.068228","370280","39414533"
"madhya-pradesh","2022","1",NULL,"ashoknagar district",NULL,NULL,"2386761","3607089308.100084","148280","26154858"
"madhya-pradesh","2022","1",NULL,"anuppur district",NULL,NULL,"2263667","3701936758.689854","150308","19714961"
"madhya-pradesh","2022","1",NULL,"alirajpur district",NULL,NULL,"623826","1361990355.468534","61920","11727737"
"madhya-pradesh","2022","1",NULL,"agar malwa district",NULL,NULL,"2241646","4457490708.999512","125155","22711095"
"west-bengal","2022","4",NULL,"uttar dinajpur district",NULL,NULL,"6557405","15078700957.688385","575332","20171516"
"west-bengal","2022","4",NULL,"south twenty four parganas district",NULL,NULL,"15651650","33736981975.122288","1828512","43210119"
"west-bengal","2022","4",NULL,"purulia district",NULL,NULL,"5309487","7420912556.694953","622616","18471332"
"andaman-&-nicobar-islands","2022","1",NULL,"nicobars district",NULL,NULL,"29177","94414127.64974089","2081","573782"
"andaman-&-nicobar-islands","2022","1",NULL,"north and middle andaman district",NULL,NULL,"60059","161624878.52274162","10720","904869"
"andaman-&-nicobar-islands","2022","1",NULL,"south andaman district",NULL,NULL,"705512","1872991195.902684","63487","2368756"
"andaman-&-nicobar-islands","2022","2",NULL,"nicobars district",NULL,NULL,"43769","132900618.93062323","2192","811449"
"andaman-&-nicobar-islands","2022","2",NULL,"north and middle andaman district",NULL,NULL,"72573","195693167.78757268","11379","963824"
"andaman-&-nicobar-islands","2022","2",NULL,"south andaman district",NULL,NULL,"954875","2357326563.362071","66959","3404740"
"andaman-&-nicobar-islands","2022","3",NULL,"nicobars district",NULL,NULL,"49550","131330400.94545083","2300","1284501"
"andaman-&-nicobar-islands","2022","3",NULL,"north and middle andaman district",NULL,NULL,"79574","211581970.34202656","11897","1176567"
"andaman-&-nicobar-islands","2022","3",NULL,"south andaman district",NULL,NULL,"1455255","2967719400.849909","70445","3607286"
"andaman-&-nicobar-islands","2022","4",NULL,"nicobars district",NULL,NULL,"58646","142355853.97352526","2389","159232"
"andaman-&-nicobar-islands","2022","4",NULL,"north and middle andaman district",NULL,NULL,"93297","241431284.3558103","12361","313502"
"andaman-&-nicobar-islands","2022","4",NULL,"south andaman district",NULL,NULL,"1835592","3600887266.099448","73692","3881359"
"west-bengal","2022","4",NULL,"purba medinipur district",NULL,NULL,"14484229","33099490372.24874","1346908","38278506"
"west-bengal","2022","4",NULL,"purba bardhaman district",NULL,NULL,"23613560","46348665186.57486","1119310","26694359"
"west-bengal","2022","4",NULL,"paschim medinipur district",NULL,NULL,"12768161","25216806019.741215","1217113","33588774"
"west-bengal","2022","4",NULL,"paschim bardhaman district",NULL,NULL,"17178715","29105384315.98274","1114822","35773256"
"andhra-pradesh","2022","1",NULL,"anantapur district",NULL,NULL,"40613148","90197023268.43825","1827094","155792533"
"andhra-pradesh","2022","1",NULL,"chittoor district",NULL,NULL,"58561024","117900595508.634","2270705","144146671"
"andhra-pradesh","2022","1",NULL,"east godavari district",NULL,NULL,"54738830","121067103712.79568","2432305","87134562"
"andhra-pradesh","2022","1",NULL,"guntur district",NULL,NULL,"57226996","129673727687.08942","2387051","88844052"
"andhra-pradesh","2022","1",NULL,"krishna district",NULL,NULL,"61826199","139690081529.49048","2423373","85871644"
"andhra-pradesh","2022","1",NULL,"kurnool district",NULL,NULL,"35093633","81568420500.54749","1729513","119653214"
"andhra-pradesh","2022","1",NULL,"prakasam district",NULL,NULL,"31340975","79494373254.71565","1408929","104851997"
"andhra-pradesh","2022","1",NULL,"spsr nellore district",NULL,NULL,"47645702","104895571602.13988","1431664","101671767"
"andhra-pradesh","2022","1",NULL,"srikakulam district",NULL,NULL,"20990782","46898912115.649216","1027283","46691467"
"andhra-pradesh","2022","1",NULL,"visakhapatnam district",NULL,NULL,"88233362","170120350591.26004","3061324","88803090"
"andhra-pradesh","2022","1",NULL,"vizianagaram district",NULL,NULL,"19278262","41994853361.58879","892889","44804002"
"andhra-pradesh","2022","1",NULL,"west godavari district",NULL,NULL,"37271259","92397939903.60938","1626039","87642475"
"andhra-pradesh","2022","1",NULL,"ysr district",NULL,NULL,"29783739","78421693518.90942","1339782","98878499"
"andhra-pradesh","2022","2",NULL,"anantapur district",NULL,NULL,"46099366","102138758015.76915","1928213","181499094"
"andhra-pradesh","2022","2",NULL,"chittoor district",NULL,NULL,"67507661","136435445124.75616","2392549","158771722"
"andhra-pradesh","2022","2",NULL,"east godavari district",NULL,NULL,"62072845","135531452997.6391","2564165","93383888"
"andhra-pradesh","2022","2",NULL,"guntur district",NULL,NULL,"66315749","147098141568.7623","2514794","91997209"
"andhra-pradesh","2022","2",NULL,"krishna district",NULL,NULL,"73525814","163997729295.93134","2552107","95341487"
"andhra-pradesh","2022","2",NULL,"kurnool district",NULL,NULL,"40165692","92409350855.50198","1825280","136447455"
"andhra-pradesh","2022","2",NULL,"prakasam district",NULL,NULL,"36163507","90435082545.97766","1487589","108172758"
"andhra-pradesh","2022","2",NULL,"spsr nellore district",NULL,NULL,"54838708","121941082043.49483","1509927","108755384"
"andhra-pradesh","2022","2",NULL,"srikakulam district",NULL,NULL,"23727353","53754764122.4327","1086164","51087942"
"andhra-pradesh","2022","2",NULL,"visakhapatnam district",NULL,NULL,"101387402","193242841582.14285","3226029","93552701"
"andhra-pradesh","2022","2",NULL,"vizianagaram district",NULL,NULL,"21766135","47294745020.495636","943242","50230853"
"andhra-pradesh","2022","2",NULL,"west godavari district",NULL,NULL,"44409239","107973244960.42824","1714357","103338893"
"andhra-pradesh","2022","2",NULL,"ysr district",NULL,NULL,"33154559","87601310069.59737","1412848","106157470"
"andhra-pradesh","2022","3",NULL,"anantapur district",NULL,NULL,"45165363","97735649608.10074","2030824","181038520"
"andhra-pradesh","2022","3",NULL,"chittoor district",NULL,NULL,"65751781","133053581631.6395","2517657","162524274"
"andhra-pradesh","2022","3",NULL,"east godavari district",NULL,NULL,"61467134","129677722169.74829","2702234","85780890"
"andhra-pradesh","2022","3",NULL,"guntur district",NULL,NULL,"65612317","141588522953.23773","2647100","91146114"
"andhra-pradesh","2022","3",NULL,"krishna district",NULL,NULL,"71051144","153770559025.69125","2685215","86220959"
"andhra-pradesh","2022","3",NULL,"kurnool district",NULL,NULL,"39557913","88415335176.31995","1924127","143715547"
"andhra-pradesh","2022","3",NULL,"prakasam district",NULL,NULL,"35376080","87475230073.46387","1567520","114185009"
"andhra-pradesh","2022","3",NULL,"spsr nellore district",NULL,NULL,"42116582","95099325968.25972","1588875","105928407"
"andhra-pradesh","2022","3",NULL,"srikakulam district",NULL,NULL,"22126541","46899962921.785614","1147016","46323107"
"andhra-pradesh","2022","3",NULL,"visakhapatnam district",NULL,NULL,"97434546","181124419863.61444","3397514","87888969"
"andhra-pradesh","2022","3",NULL,"vizianagaram district",NULL,NULL,"20440645","42513313394.84207","995141","46767889"
"andhra-pradesh","2022","3",NULL,"west godavari district",NULL,NULL,"43635951","101706854744.31876","1805967","97509407"
"andhra-pradesh","2022","3",NULL,"ysr district",NULL,NULL,"33119038","86016932181.12372","1487140","107976611"
"andhra-pradesh","2022","4",NULL,"anantapur district",NULL,NULL,"48299601","101533878537.23433","2128066","136685634"
"andhra-pradesh","2022","4",NULL,"chittoor district",NULL,NULL,"70322534","136840859888.18155","2636036","189655966"
"andhra-pradesh","2022","4",NULL,"east godavari district",NULL,NULL,"68016055","136531110139.86256","2835087","173720880"
"andhra-pradesh","2022","4",NULL,"guntur district",NULL,NULL,"70723763","146938735166.52365","2774365","144773169"
"andhra-pradesh","2022","4",NULL,"krishna district",NULL,NULL,"76526667","157826011193.35443","2813645","156902257"
"andhra-pradesh","2022","4",NULL,"kurnool district",NULL,NULL,"43524766","94667441029.08345","2018290","105333688"
"andhra-pradesh","2022","4",NULL,"prakasam district",NULL,NULL,"37211077","88105031866.36835","1642503","94432083"
"andhra-pradesh","2022","4",NULL,"spsr nellore district",NULL,NULL,"42582064","92085916180.6851","1663684","103101986"
"andhra-pradesh","2022","4",NULL,"srikakulam district",NULL,NULL,"23693779","47726411107.88628","1204785","72666058"
"andhra-pradesh","2022","4",NULL,"visakhapatnam district",NULL,NULL,"103790055","185306149744.73108","3566854","208604256"
"andhra-pradesh","2022","4",NULL,"vizianagaram district",NULL,NULL,"22205190","44467386404.34758","1044490","64406405"
"andhra-pradesh","2022","4",NULL,"west godavari district",NULL,NULL,"47919930","105335724990.59325","1893310","129116752"
"andhra-pradesh","2022","4",NULL,"ysr district",NULL,NULL,"35201596","87360426792.81667","1556901","93975668"
"west-bengal","2022","4",NULL,"north twenty four parganas district",NULL,NULL,"46582002","78365452742.73929","3755017","98250506"
"west-bengal","2022","4",NULL,"nadia district",NULL,NULL,"12690126","28045682168.816303","1359420","33853990"
"west-bengal","2022","4",NULL,"murshidabad district",NULL,NULL,"16453907","41173539931.745384","1778470","38340855"
"west-bengal","2022","4",NULL,"maldah district",NULL,NULL,"12492746","27218606574.653137","954892","29023743"
"arunachal-pradesh","2022","1",NULL,"anjaw district",NULL,NULL,"21058","70149358.0827275","3560","640611"
"arunachal-pradesh","2022","1",NULL,"changlang district",NULL,NULL,"171494","490549428.7793704","26904","4323291"
"arunachal-pradesh","2022","1",NULL,"dibang valley district",NULL,NULL,"2927","15694666.656907387","656","267633"
"arunachal-pradesh","2022","1",NULL,"east kameng district",NULL,NULL,"36452","157804149.97029108","5355","703590"
"arunachal-pradesh","2022","1",NULL,"east siang district",NULL,NULL,"201945","501600929.04419017","25763","3444101"
"arunachal-pradesh","2022","1",NULL,"kamle district",NULL,NULL,"11978","39224415.796201825","1144","758412"
"arunachal-pradesh","2022","1",NULL,"kra daadi district",NULL,NULL,"14110","54761962.54116271","1701","720274"
"arunachal-pradesh","2022","1",NULL,"kurung kumey district",NULL,NULL,"10401","46127063.32319221","1744","845626"
"arunachal-pradesh","2022","1",NULL,"lepa rada district",NULL,NULL,"33504","116144345.41984761","4049","1182371"
"arunachal-pradesh","2022","1",NULL,"lohit district",NULL,NULL,"169954","393361044.4830233","19214","3212352"
"arunachal-pradesh","2022","1",NULL,"longding district",NULL,NULL,"43533","138915391.14290744","5700","1728795"
"arunachal-pradesh","2022","1",NULL,"lower dibang valley district",NULL,NULL,"83531","235243185.52128848","11401","1918566"
"arunachal-pradesh","2022","1",NULL,"lower siang district",NULL,NULL,"29595","80036191.45641762","4882","1085994"
"arunachal-pradesh","2022","1",NULL,"lower subansiri district",NULL,NULL,"73100","239825149.91154164","10854","1566925"
"arunachal-pradesh","2022","1",NULL,"namsai district",NULL,NULL,"117173","256004887.5750422","14054","1536586"
"arunachal-pradesh","2022","1",NULL,"pakke kessang district",NULL,NULL,"8817","26463907.43466976","887","770322"
"arunachal-pradesh","2022","1",NULL,"papum pare district",NULL,NULL,"1163726","2909248438.629796","111271","3209286"
"arunachal-pradesh","2022","1",NULL,"shi yomi district",NULL,NULL,"2903","19772208.730185587","540","230973"
"arunachal-pradesh","2022","1",NULL,"siang district",NULL,NULL,"23793","80549877.87323424","3942","1227784"
"arunachal-pradesh","2022","1",NULL,"tawang district",NULL,NULL,"86721","346661566.51465106","15589","1922991"
"arunachal-pradesh","2022","1",NULL,"tirap district",NULL,NULL,"59514","181768733.7198426","9972","1634844"
"arunachal-pradesh","2022","1",NULL,"upper siang district",NULL,NULL,"43428","156487414.60212946","5146","2047229"
"arunachal-pradesh","2022","1",NULL,"upper subansiri district",NULL,NULL,"61408","250527144.28565046","8731","921019"
"arunachal-pradesh","2022","1",NULL,"west kameng district",NULL,NULL,"240672","705607894.004217","27860","4098935"
"arunachal-pradesh","2022","1",NULL,"west siang district",NULL,NULL,"92331","315562272.5888671","14420","1420049"
"arunachal-pradesh","2022","2",NULL,"anjaw district",NULL,NULL,"29854","100406271.77969864","3769","942878"
"arunachal-pradesh","2022","2",NULL,"changlang district",NULL,NULL,"203732","513287861.1029648","28495","5476741"
"arunachal-pradesh","2022","2",NULL,"dibang valley district",NULL,NULL,"3179","17089738.718757033","701","212502"
"arunachal-pradesh","2022","2",NULL,"east kameng district",NULL,NULL,"45363","191450485.63458514","5680","791335"
"arunachal-pradesh","2022","2",NULL,"east siang district",NULL,NULL,"261162","604825118.1911322","27240","3704889"
"arunachal-pradesh","2022","2",NULL,"kamle district",NULL,NULL,"15014","44602505.00778252","1210","1066185"
"arunachal-pradesh","2022","2",NULL,"kra daadi district",NULL,NULL,"15115","64226643.96066442","1797","724575"
"arunachal-pradesh","2022","2",NULL,"kurung kumey district",NULL,NULL,"11548","48364588.79678346","1854","734369"
"arunachal-pradesh","2022","2",NULL,"lepa rada district",NULL,NULL,"40528","118031124.67116562","4265","1110684"
"arunachal-pradesh","2022","2",NULL,"lohit district",NULL,NULL,"226199","502322813.6384014","20325","3608724"
"arunachal-pradesh","2022","2",NULL,"longding district",NULL,NULL,"53158","160788732.81339836","6034","1821245"
"arunachal-pradesh","2022","2",NULL,"lower dibang valley district",NULL,NULL,"104498","271945446.39483917","12040","2045531"
"arunachal-pradesh","2022","2",NULL,"lower siang district",NULL,NULL,"35467","92504503.65485632","5161","1296404"
"arunachal-pradesh","2022","2",NULL,"lower subansiri district",NULL,NULL,"94109","287993729.7711809","11479","1637036"
"arunachal-pradesh","2022","2",NULL,"namsai district",NULL,NULL,"152652","293920909.24794424","14887","2283314"
"arunachal-pradesh","2022","2",NULL,"pakke kessang district",NULL,NULL,"10309","27595370.58732931","945","590302"
"arunachal-pradesh","2022","2",NULL,"papum pare district",NULL,NULL,"1444757","3269917296.559577","117568","3870115"
"arunachal-pradesh","2022","2",NULL,"shi yomi district",NULL,NULL,"3929","28306519.496313594","575","197796"
"arunachal-pradesh","2022","2",NULL,"siang district",NULL,NULL,"28364","83637271.88783586","4160","1500428"
"arunachal-pradesh","2022","2",NULL,"tawang district",NULL,NULL,"132824","494351396.8226247","16475","3393271"
"arunachal-pradesh","2022","2",NULL,"tirap district",NULL,NULL,"77626","237900567.7289177","10538","2173316"
"arunachal-pradesh","2022","2",NULL,"upper siang district",NULL,NULL,"48672","156044689.03497896","5440","2396815"
"arunachal-pradesh","2022","2",NULL,"upper subansiri district",NULL,NULL,"69169","253134359.51780328","9235","1261876"
"arunachal-pradesh","2022","2",NULL,"west kameng district",NULL,NULL,"327925","893486447.5566866","29424","5493311"
"arunachal-pradesh","2022","2",NULL,"west siang district",NULL,NULL,"121772","375530981.6496287","15231","1555876"
"arunachal-pradesh","2022","3",NULL,"anjaw district",NULL,NULL,"32452","104784905.2209255","3966","844043"
"arunachal-pradesh","2022","3",NULL,"changlang district",NULL,NULL,"216609","492535245.0550784","29965","5703178"
"arunachal-pradesh","2022","3",NULL,"dibang valley district",NULL,NULL,"3266","19490605.610856578","740","285052"
"arunachal-pradesh","2022","3",NULL,"east kameng district",NULL,NULL,"52570","166910810.4295592","5997","1054633"
"arunachal-pradesh","2022","3",NULL,"east siang district",NULL,NULL,"286766","594752976.4068052","28698","3767855"
"arunachal-pradesh","2022","3",NULL,"kamle district",NULL,NULL,"16300","40508790.17987645","1262","1335449"
"arunachal-pradesh","2022","3",NULL,"kra daadi district",NULL,NULL,"15939","59014513.91034414","1893","1436202"
"arunachal-pradesh","2022","3",NULL,"kurung kumey district",NULL,NULL,"12677","54808629.689540036","1936","861405"
"arunachal-pradesh","2022","3",NULL,"lepa rada district",NULL,NULL,"38997","105244758.5087227","4510","1208942"
"arunachal-pradesh","2022","3",NULL,"lohit district",NULL,NULL,"236792","461745616.9201143","21385","4282624"
"arunachal-pradesh","2022","3",NULL,"longding district",NULL,NULL,"57360","154461013.00605297","6321","2587741"
"arunachal-pradesh","2022","3",NULL,"lower dibang valley district",NULL,NULL,"112848","273001216.6677967","12668","2160151"
"arunachal-pradesh","2022","3",NULL,"lower siang district",NULL,NULL,"38480","85746020.38579762","5436","1508192"
"arunachal-pradesh","2022","3",NULL,"lower subansiri district",NULL,NULL,"109261","285712248.1429684","12085","2475131"
"arunachal-pradesh","2022","3",NULL,"namsai district",NULL,NULL,"151676","277199997.0357646","15642","2424843"
"arunachal-pradesh","2022","3",NULL,"pakke kessang district",NULL,NULL,"12764","26095563.60834673","980","1039686"
"arunachal-pradesh","2022","3",NULL,"papum pare district",NULL,NULL,"1651143","3211809407.131925","124095","4843797"
"arunachal-pradesh","2022","3",NULL,"shi yomi district",NULL,NULL,"4909","31175974.40628878","598","312490"
"arunachal-pradesh","2022","3",NULL,"siang district",NULL,NULL,"34204","91702284.02541924","4369","1681957"
"arunachal-pradesh","2022","3",NULL,"tawang district",NULL,NULL,"138313","514855579.7238326","17281","4728673"
"arunachal-pradesh","2022","3",NULL,"tirap district",NULL,NULL,"79206","216482194.52850336","11115","2414601"
"arunachal-pradesh","2022","3",NULL,"upper siang district",NULL,NULL,"51285","160298876.32394755","5690","2257253"
"arunachal-pradesh","2022","3",NULL,"upper subansiri district",NULL,NULL,"77637","256409311.95083195","9713","1535818"
"arunachal-pradesh","2022","3",NULL,"west kameng district",NULL,NULL,"371632","945171308.1838298","30964","7334928"
"arunachal-pradesh","2022","3",NULL,"west siang district",NULL,NULL,"136332","395192937.9954808","16063","1637984"
"arunachal-pradesh","2022","4",NULL,"anjaw district",NULL,NULL,"31170","86691809.7433357","4105","197829"
"arunachal-pradesh","2022","4",NULL,"changlang district",NULL,NULL,"254818","572195646.772961","31196","1611653"
"arunachal-pradesh","2022","4",NULL,"dibang valley district",NULL,NULL,"3440","17938501.796178654","752","15469"
"arunachal-pradesh","2022","4",NULL,"east kameng district",NULL,NULL,"68774","178064501.28067553","6307","390756"
"arunachal-pradesh","2022","4",NULL,"east siang district",NULL,NULL,"327737","623525449.463265","30033","1542563"
"arunachal-pradesh","2022","4",NULL,"kamle district",NULL,NULL,"22093","54695370.469332285","1301","131540"
"arunachal-pradesh","2022","4",NULL,"kra daadi district",NULL,NULL,"19724","69295211.52201861","1960","131838"
"arunachal-pradesh","2022","4",NULL,"kurung kumey district",NULL,NULL,"14780","55991360.89182171","2008","72926"
"arunachal-pradesh","2022","4",NULL,"lepa rada district",NULL,NULL,"51416","127294274.35791278","4730","345752"
"arunachal-pradesh","2022","4",NULL,"lohit district",NULL,NULL,"276551","503661703.8315097","22359","1441490"
"arunachal-pradesh","2022","4",NULL,"longding district",NULL,NULL,"63481","151727225.22689673","6590","442997"
"arunachal-pradesh","2022","4",NULL,"lower dibang valley district",NULL,NULL,"137218","308329533.63406837","13188","799856"
"arunachal-pradesh","2022","4",NULL,"lower siang district",NULL,NULL,"50212","111700711.05104405","5633","318731"
"arunachal-pradesh","2022","4",NULL,"lower subansiri district",NULL,NULL,"143172","339443886.23657525","12630","833741"
"arunachal-pradesh","2022","4",NULL,"namsai district",NULL,NULL,"188919","307955075.5201911","16322","1096224"
"arunachal-pradesh","2022","4",NULL,"pakke kessang district",NULL,NULL,"15377","28806042.8090343","1013","72545"
"arunachal-pradesh","2022","4",NULL,"papum pare district",NULL,NULL,"1917365","3401999228.9392605","130306","6605350"
"arunachal-pradesh","2022","4",NULL,"shi yomi district",NULL,NULL,"4926","33977040.52287009","615","25308"
"arunachal-pradesh","2022","4",NULL,"siang district",NULL,NULL,"46250","124012661.78071377","4500","277881"
"arunachal-pradesh","2022","4",NULL,"tawang district",NULL,NULL,"155419","518332824.89263654","18003","947132"
"arunachal-pradesh","2022","4",NULL,"tirap district",NULL,NULL,"88024","205933250.0190781","11584","645541"
"arunachal-pradesh","2022","4",NULL,"upper siang district",NULL,NULL,"61031","174436476.513136","5930","277877"
"arunachal-pradesh","2022","4",NULL,"upper subansiri district",NULL,NULL,"93017","285077053.9982841","10189","456906"
"arunachal-pradesh","2022","4",NULL,"west kameng district",NULL,NULL,"421418","954522716.7333797","32237","2129051"
"arunachal-pradesh","2022","4",NULL,"west siang district",NULL,NULL,"176377","449302139.4960692","16816","964082"
"west-bengal","2022","4",NULL,"kolkata district",NULL,NULL,"151040298","280225478481.87036","2716412","72501084"
"west-bengal","2022","4",NULL,"koch bihar district",NULL,NULL,"5840782","10966712638.506573","537703","18582684"
"west-bengal","2022","4",NULL,"kalimpong district",NULL,NULL,"382628","812639624.0451621","53546","1594156"
"west-bengal","2022","4",NULL,"jhargram district",NULL,NULL,"1588756","2837724907.9590793","176275","4697765"
"west-bengal","2022","4",NULL,"jalpaiguri district",NULL,NULL,"4985758","9883942165.829044","374687","13099756"
"west-bengal","2022","4",NULL,"howrah district",NULL,NULL,"13350090","27937855668.57577","1422011","38940871"
"west-bengal","2022","4",NULL,"hooghly district",NULL,NULL,"13931352","27554087254.54938","1579023","38629651"
