"States","Yr","Quater","Type","District","total_insurance_count","total_insurance_amount","total_transaction_count","total_transaction_amount","total_registered_users","total_app_opens"
"tamil-nadu","2022","3",NULL,"tirunelveli district",NULL,NULL,"3362624","6665454588.874087","375362","18623924"
"tamil-nadu","2022","3",NULL,"tiruchirappalli district",NULL,NULL,"8564920","16339844623.273811","763327","26991002"
"tamil-nadu","2022","3",NULL,"thoothukkudi district",NULL,NULL,"3019557","5929644411.408558","363372","25917848"
"tamil-nadu","2022","3",NULL,"thiruvarur district",NULL,NULL,"1168622","2533305502.950427","189247","12198983"
"tamil-nadu","2022","3",NULL,"thiruvallur district",NULL,NULL,"25690184","40124901027.15738","2183990","29108780"
"tamil-nadu","2022","3",NULL,"the nilgiris district",NULL,NULL,"2499125","4071937674.8550215","191664","13756972"
"tamil-nadu","2022","3",NULL,"theni district",NULL,NULL,"2726196","5802007462.408134","272745","18586327"
"tamil-nadu","2022","3",NULL,"thanjavur district",NULL,NULL,"3516046","7247067631.582065","494223","16319851"
"tamil-nadu","2022","3",NULL,"tenkasi district",NULL,NULL,"1743856","3976292693.820149","226380","14369177"
"tamil-nadu","2022","3",NULL,"sivaganga district",NULL,NULL,"2158718","4655481935.624228","267326","29111159"
"tamil-nadu","2022","3",NULL,"salem district",NULL,NULL,"31403065","50435972371.685875","1005031","42989254"
"tamil-nadu","2022","3",NULL,"ranipet district",NULL,NULL,"3307025","6087756257.31634","361284","13305109"
"tamil-nadu","2022","3",NULL,"ramanathapuram district",NULL,NULL,"2203852","4657168292.975974","233402","25202876"
"tamil-nadu","2022","3",NULL,"pudukkottai district",NULL,NULL,"2149117","4536703248.458712","262926","33814299"
"tamil-nadu","2022","3",NULL,"perambalur district",NULL,NULL,"1062776","2063752415.6349826","124952","10607700"
"tamil-nadu","2022","3",NULL,"namakkal district",NULL,NULL,"5427150","10398967389.719395","443273","19838171"
"tamil-nadu","2022","3",NULL,"nagapattinam district",NULL,NULL,"1844678","3606593436.59481","251603","14208231"
"tamil-nadu","2022","3",NULL,"madurai district",NULL,NULL,"18854500","34963057317.53805","910111","25043694"
"tamil-nadu","2022","3",NULL,"krishnagiri district",NULL,NULL,"14932340","25680854032.527496","862231","58865896"
"tamil-nadu","2022","3",NULL,"karur district",NULL,NULL,"2308386","4542659398.617556","247251","25004042"
"tamil-nadu","2022","3",NULL,"kanniyakumari district",NULL,NULL,"3457993","7370866205.985282","411655","6596430"
"tamil-nadu","2022","3",NULL,"kancheepuram district",NULL,NULL,"16476680","22598905113.9707","1284243","13738417"
"tamil-nadu","2022","3",NULL,"kallakkurichi district",NULL,NULL,"3031305","5829974361.302319","341416","20441688"
"tamil-nadu","2022","3",NULL,"erode district",NULL,NULL,"9576460","15897874506.901472","654373","24140402"
"tamil-nadu","2022","3",NULL,"dindigul district",NULL,NULL,"5468519","11010004404.187984","488441","38288729"
"tamil-nadu","2022","3",NULL,"dharmapuri district",NULL,NULL,"6110827","12322253266.415527","450260","37905962"
"tamil-nadu","2022","3",NULL,"cuddalore district",NULL,NULL,"4680299","8326894677.322099","586020","19393232"
"tamil-nadu","2022","3",NULL,"coimbatore district",NULL,NULL,"43610373","63815834929.8924","1867655","36137898"
"tamil-nadu","2022","3",NULL,"chennai district",NULL,NULL,"42908667","65344650467.52281","2635738","8736294"
"tamil-nadu","2022","3",NULL,"chengalpattu district",NULL,NULL,"78987490","106079722725.66629","1791530","18710626"
"tamil-nadu","2022","3",NULL,"ariyalur district",NULL,NULL,"1057782","2096516777.8551369","149084","10805808"
"tamil-nadu","2022","2",NULL,"virudhunagar district",NULL,NULL,"3078392","6563589359.971757","365515","20510885"
"tamil-nadu","2022","2",NULL,"viluppuram district",NULL,NULL,"3359417","5986428096.992262","400301","18554839"
"tamil-nadu","2022","2",NULL,"vellore district",NULL,NULL,"5911444","11364769190.93938","473994","13056808"
"tamil-nadu","2022","2",NULL,"tiruvannamalai district",NULL,NULL,"4281517","8492400732.338126","516276","33126041"
"tamil-nadu","2022","2",NULL,"tiruppur district",NULL,NULL,"15482000","23838727353.104855","1070480","29868571"
"tamil-nadu","2022","2",NULL,"tirupathur district",NULL,NULL,"4039898","7419909368.9099245","334378","15520642"
"tamil-nadu","2022","2",NULL,"tirunelveli district",NULL,NULL,"3088831","6293477478.325724","356993","15300245"
"tamil-nadu","2022","2",NULL,"tiruchirappalli district",NULL,NULL,"6270815","12634551299.241276","725751","23738205"
"tamil-nadu","2022","2",NULL,"thoothukkudi district",NULL,NULL,"2904687","5842566259.232948","345560","20332081"
"tamil-nadu","2022","2",NULL,"thiruvarur district",NULL,NULL,"1158014","2517626211.7731895","180074","10723137"
"tamil-nadu","2022","2",NULL,"thiruvallur district",NULL,NULL,"25490825","40588215771.8699","2075274","26026849"
"tamil-nadu","2022","2",NULL,"the nilgiris district",NULL,NULL,"2334296","4192820800.6586566","182412","13365582"
"tamil-nadu","2022","2",NULL,"theni district",NULL,NULL,"2444576","5292036888.261049","258803","15309586"
"tamil-nadu","2022","2",NULL,"thanjavur district",NULL,NULL,"3489101","7198941291.2239","470070","14935622"
"tamil-nadu","2022","2",NULL,"tenkasi district",NULL,NULL,"1627020","3744115676.153031","215290","11631764"
"tamil-nadu","2022","2",NULL,"sivaganga district",NULL,NULL,"2113451","4572110215.1412115","254519","23366867"
"tamil-nadu","2022","2",NULL,"salem district",NULL,NULL,"16106627","30338068694.55334","954155","35441956"
"tamil-nadu","2022","2",NULL,"ranipet district",NULL,NULL,"3219805","6359870289.317292","343090","11686387"
"tamil-nadu","2022","2",NULL,"ramanathapuram district",NULL,NULL,"1634901","3744853011.614974","222241","19935706"
"tamil-nadu","2022","2",NULL,"pudukkottai district",NULL,NULL,"1893795","4133146343.311369","250443","28296586"
"tamil-nadu","2022","2",NULL,"perambalur district",NULL,NULL,"969247","1942588737.1276388","118807","8964011"
"tamil-nadu","2022","2",NULL,"namakkal district",NULL,NULL,"4127139","8629035859.175919","421279","16353116"
"tamil-nadu","2022","2",NULL,"nagapattinam district",NULL,NULL,"1780491","3563820744.073098","239174","11263032"
"tamil-nadu","2022","2",NULL,"madurai district",NULL,NULL,"8320838","17264493941.688946","864806","22632794"
"tamil-nadu","2022","2",NULL,"krishnagiri district",NULL,NULL,"13942838","24721054679.65894","818552","49292179"
"tamil-nadu","2022","2",NULL,"karur district",NULL,NULL,"2130679","4285560062.068948","235178","21185242"
"tamil-nadu","2022","2",NULL,"kanniyakumari district",NULL,NULL,"3119680","6825432728.488245","390775","5454833"
"tamil-nadu","2022","2",NULL,"kancheepuram district",NULL,NULL,"15868496","22731542491.811836","1220237","12030323"
"tamil-nadu","2022","2",NULL,"kallakkurichi district",NULL,NULL,"2827472","5639207666.8493","324021","17183000"
"tamil-nadu","2022","2",NULL,"erode district",NULL,NULL,"8037374","14313011584.19171","621587","20007565"
"tamil-nadu","2022","2",NULL,"dindigul district",NULL,NULL,"4742064","9862085177.478687","464161","33849388"
"tamil-nadu","2022","2",NULL,"dharmapuri district",NULL,NULL,"5738543","11978363491.184544","427150","34230475"
"tamil-nadu","2022","2",NULL,"cuddalore district",NULL,NULL,"4456802","8117134896.240127","556402","17547836"
"tamil-nadu","2022","2",NULL,"coimbatore district",NULL,NULL,"36695888","59260276493.12476","1775760","32370054"
"tamil-nadu","2022","2",NULL,"chennai district",NULL,NULL,"105344784","154665269695.64178","2509588","9484073"
"tamil-nadu","2022","2",NULL,"chengalpattu district",NULL,NULL,"25456618","33118244166.51247","1704864","17802897"
"tamil-nadu","2022","2",NULL,"ariyalur district",NULL,NULL,"1018572","2099380930.1451182","141760","9886229"
"tamil-nadu","2022","1",NULL,"virudhunagar district",NULL,NULL,"2550440","5676327115.346463","346363","17177364"
"tamil-nadu","2022","1",NULL,"viluppuram district",NULL,NULL,"2943580","5372428494.6229515","379264","17225194"
"tamil-nadu","2022","1",NULL,"vellore district",NULL,NULL,"4693455","9294845509.816792","449961","11694691"
"tamil-nadu","2022","1",NULL,"tiruvannamalai district",NULL,NULL,"3659658","7478979872.636584","489026","28400548"
"tamil-nadu","2022","1",NULL,"tiruppur district",NULL,NULL,"12755181","20994558968.024055","1014036","24784887"
"tamil-nadu","2022","1",NULL,"tirupathur district",NULL,NULL,"3403925","6408532952.989394","317064","12811064"
"tamil-nadu","2022","1",NULL,"tirunelveli district",NULL,NULL,"2585793","5381065070.681534","338716","13100432"
"tamil-nadu","2022","1",NULL,"tiruchirappalli district",NULL,NULL,"5422369","11360010997.109035","688562","20900419"
"tamil-nadu","2022","1",NULL,"thoothukkudi district",NULL,NULL,"2388242","5004713169.898031","327607","16229136"
"tamil-nadu","2022","1",NULL,"thiruvarur district",NULL,NULL,"1013347","2334746608.8726997","170694","9618776"
"tamil-nadu","2022","1",NULL,"thiruvallur district",NULL,NULL,"21243322","35412374869.409676","1970646","24538065"
"tamil-nadu","2022","1",NULL,"the nilgiris district",NULL,NULL,"1729884","3144464483.74693","173188","9788145"
"tamil-nadu","2022","1",NULL,"theni district",NULL,NULL,"2063736","4611206982.381892","245438","12750343"
"tamil-nadu","2022","1",NULL,"thanjavur district",NULL,NULL,"2942810","6384285130.794783","445883","13460902"
"tamil-nadu","2022","1",NULL,"tenkasi district",NULL,NULL,"1345693","3196885065.5183153","204182","9468909"
"tamil-nadu","2022","1",NULL,"sivaganga district",NULL,NULL,"1828509","4101854018.7768383","241188","20384928"
"tamil-nadu","2022","1",NULL,"salem district",NULL,NULL,"13278693","26325325605.86054","905104","31202884"
"tamil-nadu","2022","1",NULL,"ranipet district",NULL,NULL,"2755460","5529848785.373485","325358","10227642"
"tamil-nadu","2022","1",NULL,"ramanathapuram district",NULL,NULL,"1425024","3361169634.3715773","210698","17777779"
"tamil-nadu","2022","1",NULL,"pudukkottai district",NULL,NULL,"1639483","3677396086.543876","237115","22854053"
"tamil-nadu","2022","1",NULL,"perambalur district",NULL,NULL,"834022","1744613505.1576376","112667","8040859"
"tamil-nadu","2022","1",NULL,"namakkal district",NULL,NULL,"3415879","7554607821.660087","399282","14545554"
"tamil-nadu","2022","1",NULL,"nagapattinam district",NULL,NULL,"1501440","3137077070.316338","226781","9648543"
"tamil-nadu","2022","1",NULL,"madurai district",NULL,NULL,"7084562","15309320989.586184","820952","18688722"
"tamil-nadu","2022","1",NULL,"krishnagiri district",NULL,NULL,"11729353","20650466208.670742","776101","41868147"
"tamil-nadu","2022","1",NULL,"karur district",NULL,NULL,"1831500","3768124397.8555865","222853","16310834"
"tamil-nadu","2022","1",NULL,"kanniyakumari district",NULL,NULL,"2597045","5779300862.137162","370820","5009074"
"tamil-nadu","2022","1",NULL,"kancheepuram district",NULL,NULL,"13219354","19642924522.879723","1158719","11803314"
"tamil-nadu","2022","1",NULL,"kallakkurichi district",NULL,NULL,"2421741","5048000351.991163","306623","15612591"
"tamil-nadu","2022","1",NULL,"erode district",NULL,NULL,"6860000","12788323701.473593","589462","16683133"
"tamil-nadu","2022","1",NULL,"dindigul district",NULL,NULL,"3965199","8412785022.744812","440072","27821213"
"tamil-nadu","2022","1",NULL,"dharmapuri district",NULL,NULL,"4750920","10116593522.472927","404709","29735879"
"tamil-nadu","2022","1",NULL,"cuddalore district",NULL,NULL,"3854898","7328083169.35031","527223","15255170"
"tamil-nadu","2022","1",NULL,"coimbatore district",NULL,NULL,"30679187","51963955887.092926","1687096","27741808"
"tamil-nadu","2022","1",NULL,"chennai district",NULL,NULL,"87458453","135444152912.82495","2388315","10870012"
"tamil-nadu","2022","1",NULL,"chengalpattu district",NULL,NULL,"19802491","27209616572.77708","1621177","16221250"
"tamil-nadu","2022","1",NULL,"ariyalur district",NULL,NULL,"898502","1840235658.86316","134075","8238011"
"madhya-pradesh","2022","4",NULL,"vidisha district",NULL,NULL,"6070752","9896531672.155006","428827","23185641"
"madhya-pradesh","2022","4",NULL,"umaria district",NULL,NULL,"1954168","2842781862.3472924","120128","6482976"
"madhya-pradesh","2022","4",NULL,"ujjain district",NULL,NULL,"16707523","27113247453.133526","794711","52095488"
"madhya-pradesh","2022","4",NULL,"tikamgarh district",NULL,NULL,"3096926","4487136972.452459","193659","10491591"
"madhya-pradesh","2022","4",NULL,"singrauli district",NULL,NULL,"7130043","10537115299.833103","345865","22272377"
"madhya-pradesh","2022","4",NULL,"sidhi district",NULL,NULL,"3677764","6223057250.970966","216301","12604162"
"madhya-pradesh","2022","4",NULL,"shivpuri district",NULL,NULL,"5548238","10203335078.756794","351269","21500488"
"madhya-pradesh","2022","4",NULL,"sheopur district",NULL,NULL,"1791741","3433927096.209929","117173","7019627"
"madhya-pradesh","2022","4",NULL,"shajapur district",NULL,NULL,"5422596","9184560947.622728","296780","22736814"
"madhya-pradesh","2022","4",NULL,"shahdol district",NULL,NULL,"10700938","14780956554.066238","255641","14202505"
"madhya-pradesh","2022","4",NULL,"seoni district",NULL,NULL,"5464198","9288422911.516825","314556","20379082"
"madhya-pradesh","2022","4",NULL,"sehore district",NULL,NULL,"9468901","14782454158.19041","502032","38231076"
"madhya-pradesh","2022","4",NULL,"satna district",NULL,NULL,"8834193","14047178840.179514","569320","27973155"
"madhya-pradesh","2022","4",NULL,"sagar district",NULL,NULL,"8824474","14230277728.450665","667526","33185928"
"madhya-pradesh","2022","4",NULL,"rewa district",NULL,NULL,"9898698","16813110581.034155","622122","30243159"
"madhya-pradesh","2022","4",NULL,"ratlam district",NULL,NULL,"7498598","13746333050.618015","484038","28421055"
"madhya-pradesh","2022","4",NULL,"rajgarh district",NULL,NULL,"8258651","14165273209.469738","432979","37459175"
"madhya-pradesh","2022","4",NULL,"raisen district",NULL,NULL,"7434383","10839929955.46895","422588","30548973"
"madhya-pradesh","2022","4",NULL,"panna district",NULL,NULL,"2209465","3903628822.4956465","156023","9147623"
"madhya-pradesh","2022","4",NULL,"niwari district",NULL,NULL,"1048567","1659223401.2756696","76105","4051188"
"madhya-pradesh","2022","4",NULL,"neemuch district",NULL,NULL,"4114307","7535010026.308462","280695","17621309"
"madhya-pradesh","2022","4",NULL,"narsinghpur district",NULL,NULL,"4307879","7466632025.647694","328345","17210311"
"madhya-pradesh","2022","4",NULL,"morena district",NULL,NULL,"6018009","12185325528.57468","456927","23288133"
"madhya-pradesh","2022","4",NULL,"mandsaur district",NULL,NULL,"6753322","12134867749.286808","442210","28091170"
"madhya-pradesh","2022","4",NULL,"mandla district",NULL,NULL,"2538024","4341952191.501655","193318","10767950"
"madhya-pradesh","2022","4",NULL,"khargone district",NULL,NULL,"7835996","13676102777.080872","438987","34936817"
"madhya-pradesh","2022","4",NULL,"katni district",NULL,NULL,"4530405","7335619450.561115","302854","16500045"
"madhya-pradesh","2022","4",NULL,"jhabua district",NULL,NULL,"2469392","4405099020.207691","154481","11635082"
"madhya-pradesh","2022","4",NULL,"jabalpur district",NULL,NULL,"17383664","26637455898.079094","980428","41846766"
"madhya-pradesh","2022","4",NULL,"indore district",NULL,NULL,"158576063","210881632372.97565","2660518","179643787"
"madhya-pradesh","2022","4",NULL,"hoshangabad district",NULL,NULL,"6954459","11236164142.873428","427054","24906685"
"madhya-pradesh","2022","4",NULL,"harda district",NULL,NULL,"2367397","4381920376.068309","154023","10530285"
"madhya-pradesh","2022","4",NULL,"gwalior district",NULL,NULL,"21340912","35102831658.15674","1073648","45930098"
"madhya-pradesh","2022","4",NULL,"guna district",NULL,NULL,"6163569","9802963544.062296","403515","20527886"
"madhya-pradesh","2022","4",NULL,"east nimar district",NULL,NULL,"5770316","8592415791.87511","309932","22866187"
"madhya-pradesh","2022","4",NULL,"dindori district",NULL,NULL,"1464948","2439427130.524207","103662","6035734"
"madhya-pradesh","2022","4",NULL,"dhar district",NULL,NULL,"13287245","20206456864.59485","648535","52813178"
"madhya-pradesh","2022","4",NULL,"dewas district",NULL,NULL,"11710945","18499556126.900196","553297","43996983"
"madhya-pradesh","2022","4",NULL,"datia district",NULL,NULL,"2235254","4316605275.113314","166146","8629541"
"madhya-pradesh","2022","4",NULL,"damoh district",NULL,NULL,"4223870","6776421199.7889805","233462","12019861"
"madhya-pradesh","2022","4",NULL,"chhindwara district",NULL,NULL,"245710341","350638062974.8574","613456","35491677"
"madhya-pradesh","2022","4",NULL,"chhatarpur district",NULL,NULL,"5519834","9172166022.913769","399052","18586587"
"madhya-pradesh","2022","4",NULL,"burhanpur district",NULL,NULL,"3094726","4916226292.122738","178750","11157932"
"madhya-pradesh","2022","4",NULL,"bhopal district",NULL,NULL,"190199488","243653886996.0198","2009655","119312036"
"madhya-pradesh","2022","4",NULL,"bhind district",NULL,NULL,"4262493","8166910988.137739","382471","17531261"
"madhya-pradesh","2022","4",NULL,"betul district",NULL,NULL,"7428219","11204326326.766155","438735","24111053"
"madhya-pradesh","2022","4",NULL,"barwani district",NULL,NULL,"3994550","6955270056.952803","213948","16755678"
"madhya-pradesh","2022","4",NULL,"balaghat district",NULL,NULL,"8076760","12809279793.519384","432044","26396882"
"madhya-pradesh","2022","4",NULL,"ashoknagar district",NULL,NULL,"2556356","4363776046.723473","172336","9899893"
"madhya-pradesh","2022","4",NULL,"anuppur district",NULL,NULL,"2827704","3904240202.6273766","174706","9376305"
"madhya-pradesh","2022","4",NULL,"alirajpur district",NULL,NULL,"961033","1714745171.1511986","71948","4870910"
"madhya-pradesh","2022","4",NULL,"agar malwa district",NULL,NULL,"3109971","5368024680.128058","147143","12762713"
"madhya-pradesh","2022","3",NULL,"vidisha district",NULL,NULL,"5548689","8595832933.876108","409741","52919367"
"madhya-pradesh","2022","3",NULL,"umaria district",NULL,NULL,"1635430","2469243169.757383","115138","20550481"
"madhya-pradesh","2022","3",NULL,"ujjain district",NULL,NULL,"14059587","21942517753.50229","758373","50239625"
"madhya-pradesh","2022","3",NULL,"tikamgarh district",NULL,NULL,"2630402","3652020627.485542","185137","24758479"
"madhya-pradesh","2022","3",NULL,"singrauli district",NULL,NULL,"6267855","9597574837.16592","329936","48468832"
"madhya-pradesh","2022","3",NULL,"sidhi district",NULL,NULL,"3032968","5365370424.195942","206995","31410932"
"madhya-pradesh","2022","3",NULL,"shivpuri district",NULL,NULL,"5133457","8579987357.593823","335634","61750862"
"madhya-pradesh","2022","3",NULL,"sheopur district",NULL,NULL,"1331410","2619892789.241873","112197","21431237"
"madhya-pradesh","2022","3",NULL,"shajapur district",NULL,NULL,"5487202","8462893132.182105","283357","31597403"
"madhya-pradesh","2022","3",NULL,"shahdol district",NULL,NULL,"4233669","6225386697.111628","244785","32734482"
"madhya-pradesh","2022","3",NULL,"seoni district",NULL,NULL,"4334474","7190175893.784561","301695","56156395"
"madhya-pradesh","2022","3",NULL,"sehore district",NULL,NULL,"8802203","12815375203.387741","479372","53923607"
"madhya-pradesh","2022","3",NULL,"satna district",NULL,NULL,"7465749","11772751753.08955","544011","38676527"
"madhya-pradesh","2022","3",NULL,"sagar district",NULL,NULL,"8201733","12730465685.38528","638100","56677931"
"madhya-pradesh","2022","3",NULL,"rewa district",NULL,NULL,"8837903","14504856959.737143","594588","37408250"
"madhya-pradesh","2022","3",NULL,"ratlam district",NULL,NULL,"6776803","11673995695.080849","461592","42135446"
"madhya-pradesh","2022","3",NULL,"rajgarh district",NULL,NULL,"7547865","11809230689.454653","412875","71480112"
"madhya-pradesh","2022","3",NULL,"raisen district",NULL,NULL,"6941557","9432978561.626404","404002","59864493"
"madhya-pradesh","2022","3",NULL,"panna district",NULL,NULL,"1937883","3448041867.7722807","149974","29701061"
"madhya-pradesh","2022","3",NULL,"niwari district",NULL,NULL,"914896","1400549096.9398146","72766","8289995"
"madhya-pradesh","2022","3",NULL,"neemuch district",NULL,NULL,"3695990","6541908207.332567","268121","29133456"
"madhya-pradesh","2022","3",NULL,"narsinghpur district",NULL,NULL,"3985624","6530704889.56838","314303","26656335"
"madhya-pradesh","2022","3",NULL,"morena district",NULL,NULL,"5260254","10077083629.345127","435365","29225681"
"madhya-pradesh","2022","3",NULL,"mandsaur district",NULL,NULL,"6193098","10509305951.083754","422561","47666481"
"madhya-pradesh","2022","3",NULL,"mandla district",NULL,NULL,"2093752","3577880638.576026","185530","34015763"
"madhya-pradesh","2022","3",NULL,"khargone district",NULL,NULL,"7193518","12256623797.284527","419471","71179836"
"madhya-pradesh","2022","3",NULL,"katni district",NULL,NULL,"3880008","6280080299.804432","289612","23958915"
"madhya-pradesh","2022","3",NULL,"jhabua district",NULL,NULL,"2007872","3646257186.5034456","147923","31857270"
"madhya-pradesh","2022","3",NULL,"jabalpur district",NULL,NULL,"17564654","26204520330.92041","935649","27371579"
"madhya-pradesh","2022","3",NULL,"indore district",NULL,NULL,"140075797","181342408308.11453","2537328","47700154"
"madhya-pradesh","2022","3",NULL,"hoshangabad district",NULL,NULL,"5773164","9029973850.530903","408032","33285369"
"madhya-pradesh","2022","3",NULL,"harda district",NULL,NULL,"2013493","3559158048.8634205","147408","16442271"
"madhya-pradesh","2022","3",NULL,"gwalior district",NULL,NULL,"19510123","31696730031.83982","1022539","28192045"
"madhya-pradesh","2022","3",NULL,"guna district",NULL,NULL,"5710607","8417500012.932472","384769","50337317"
"madhya-pradesh","2022","3",NULL,"east nimar district",NULL,NULL,"4997320","7258261928.6512165","296196","48275500"
"madhya-pradesh","2022","3",NULL,"dindori district",NULL,NULL,"1181160","2016100616.531231","99562","24648232"
"madhya-pradesh","2022","3",NULL,"dhar district",NULL,NULL,"12392412","18195974455.547993","618777","73703546"
"madhya-pradesh","2022","3",NULL,"dewas district",NULL,NULL,"10823857","16145007712.632082","528609","58429919"
"madhya-pradesh","2022","3",NULL,"datia district",NULL,NULL,"1934190","3578726247.5874605","158829","17977792"
"madhya-pradesh","2022","3",NULL,"damoh district",NULL,NULL,"2456188","4251644669.631302","223787","31771825"
"madhya-pradesh","2022","3",NULL,"chhindwara district",NULL,NULL,"169367916","236429180484.71173","587412","75662167"
"madhya-pradesh","2022","3",NULL,"chhatarpur district",NULL,NULL,"4726623","7777910395.649037","381482","41965141"
"madhya-pradesh","2022","3",NULL,"burhanpur district",NULL,NULL,"2692224","4327279250.325198","170570","20701276"
"madhya-pradesh","2022","3",NULL,"bhopal district",NULL,NULL,"156507125","194323899841.67703","1915532","32150298"
"madhya-pradesh","2022","3",NULL,"bhind district",NULL,NULL,"3676981","6656264526.9706","364727","24809380"
"madhya-pradesh","2022","3",NULL,"betul district",NULL,NULL,"5583345","8284834383.156878","420313","58352021"
"madhya-pradesh","2022","3",NULL,"barwani district",NULL,NULL,"3479332","5994532031.315118","204774","48429855"
"madhya-pradesh","2022","3",NULL,"balaghat district",NULL,NULL,"6805252","10662410087.017487","412637","45695665"
"madhya-pradesh","2022","3",NULL,"ashoknagar district",NULL,NULL,"2594364","3845051824.283202","165136","30387274"
"madhya-pradesh","2022","3",NULL,"anuppur district",NULL,NULL,"2537098","3560176144.36619","167443","20720517"
"madhya-pradesh","2022","3",NULL,"alirajpur district",NULL,NULL,"767087","1423110710.719847","69009","16877220"
"madhya-pradesh","2022","3",NULL,"agar malwa district",NULL,NULL,"2657396","4218852627.824485","140546","28616132"
"madhya-pradesh","2022","2",NULL,"vidisha district",NULL,NULL,"5835020","10881573343.589922","388442","53026458"
"madhya-pradesh","2022","2",NULL,"umaria district",NULL,NULL,"1751405","2941128214.9999104","109416","20271349"
"madhya-pradesh","2022","2",NULL,"ujjain district",NULL,NULL,"12860422","22270090166.47255","719339","48193387"
"madhya-pradesh","2022","2",NULL,"tikamgarh district",NULL,NULL,"2479819","3986038423.0398536","174899","21087772"
"madhya-pradesh","2022","2",NULL,"singrauli district",NULL,NULL,"6061648","10592707869.762318","312534","45373259"
"madhya-pradesh","2022","2",NULL,"sidhi district",NULL,NULL,"3138313","6489160426.120863","196329","28025577"
"himachal-pradesh","2022","1",NULL,"bilaspur district",NULL,NULL,"472169","885425010.4453132","104121","3566950"
"himachal-pradesh","2022","1",NULL,"chamba district",NULL,NULL,"544135","943937757.078062","103270","8403790"
"himachal-pradesh","2022","1",NULL,"hamirpur district",NULL,NULL,"751389","1264679768.7344947","144434","2665125"
"himachal-pradesh","2022","1",NULL,"kangra district",NULL,NULL,"2261593","3907092916.0266376","405048","11350217"
"himachal-pradesh","2022","1",NULL,"kullu district",NULL,NULL,"1100232","2108742823.1394382","141024","5488435"
"himachal-pradesh","2022","1",NULL,"lahul and spiti district",NULL,NULL,"46144","90886775.89370959","5365","2063470"
"himachal-pradesh","2022","1",NULL,"mandi district",NULL,NULL,"1201568","2151083001.502331","246307","11736477"
"himachal-pradesh","2022","1",NULL,"shimla district",NULL,NULL,"4441906","7362840550.6056385","267642","10998338"
"himachal-pradesh","2022","1",NULL,"sirmaur district",NULL,NULL,"962227","1517999108.5303912","154267","8561040"
"himachal-pradesh","2022","1",NULL,"solan district",NULL,NULL,"2993489","3959375876.029764","410487","6710908"
"himachal-pradesh","2022","1",NULL,"una district",NULL,NULL,"1164923","2030776988.6375241","133249","3601757"
"himachal-pradesh","2022","2",NULL,"bilaspur district",NULL,NULL,"597379","1083546519.8422945","110019","3821007"
"himachal-pradesh","2022","2",NULL,"chamba district",NULL,NULL,"727701","1229468817.252565","109087","11682316"
"himachal-pradesh","2022","2",NULL,"hamirpur district",NULL,NULL,"1002506","1538456707.4950671","152759","2741162"
"himachal-pradesh","2022","2",NULL,"kangra district",NULL,NULL,"2984544","4846014285.107853","427676","12879439"
"himachal-pradesh","2022","2",NULL,"kinnaur district",NULL,NULL,"243486","510657770.8569747","29878","4342963"
"himachal-pradesh","2022","2",NULL,"kullu district",NULL,NULL,"1646598","3292385543.3319855","148844","8795678"
"himachal-pradesh","2022","2",NULL,"lahul and spiti district",NULL,NULL,"130570","300236415.2447329","5657","5388918"
"himachal-pradesh","2022","2",NULL,"mandi district",NULL,NULL,"1587222","2699997310.198592","260233","14679342"
"himachal-pradesh","2022","2",NULL,"shimla district",NULL,NULL,"5875215","9396933042.155468","282560","15220633"
"himachal-pradesh","2022","2",NULL,"sirmaur district",NULL,NULL,"1196118","1742899000.9373982","163150","10410971"
"himachal-pradesh","2022","2",NULL,"solan district",NULL,NULL,"3773789","4536385240.154757","433753","8005883"
"himachal-pradesh","2022","2",NULL,"una district",NULL,NULL,"1526243","2532127305.6645803","140791","4520371"
"himachal-pradesh","2022","3",NULL,"bilaspur district",NULL,NULL,"936750","1447420350.6150799","115654","4243040"
"himachal-pradesh","2022","3",NULL,"chamba district",NULL,NULL,"1270412","1872267055.9187663","114576","13232974"
"himachal-pradesh","2022","3",NULL,"hamirpur district",NULL,NULL,"934529","1398047775.1680303","160759","2525896"
"himachal-pradesh","2022","3",NULL,"kangra district",NULL,NULL,"3342842","5121570350.61087","449619","13333733"
"himachal-pradesh","2022","3",NULL,"kinnaur district",NULL,NULL,"233589","495511513.190618","31414","5425685"
"himachal-pradesh","2022","3",NULL,"kullu district",NULL,NULL,"1202861","2235782785.3480353","156387","7890814"
"himachal-pradesh","2022","3",NULL,"lahul and spiti district",NULL,NULL,"120500","275873974.5120233","5900","6561136"
"himachal-pradesh","2022","3",NULL,"mandi district",NULL,NULL,"1666670","2648674300.781836","273475","14505602"
"himachal-pradesh","2022","3",NULL,"shimla district",NULL,NULL,"8892834","13349267759.063","296508","18196762"
"himachal-pradesh","2022","3",NULL,"sirmaur district",NULL,NULL,"1266132","1769419418.4413247","171743","10533368"
"himachal-pradesh","2022","3",NULL,"solan district",NULL,NULL,"4064523","4837968887.089856","457393","7853464"
"himachal-pradesh","2022","3",NULL,"una district",NULL,NULL,"1233226","1928978517.8009784","148148","4530064"
"himachal-pradesh","2022","4",NULL,"bilaspur district",NULL,NULL,"622642","1042618597.1158307","120345","3117058"
"himachal-pradesh","2022","4",NULL,"chamba district",NULL,NULL,"831315","1292196671.856883","118985","4081657"
"himachal-pradesh","2022","4",NULL,"hamirpur district",NULL,NULL,"1161191","1732021206.6974392","167686","4039475"
